id,origin,title,author,description,image
1082,Canadian,Chainsaw Earle,Buddy Wasisname and The Other Fellers,&quot;Chainsaw Earle&quot; is an original and highly amusing song written by Wayne Chaulk and Kevin Blackmore of the band Buddy Wasisname and the Other Fellers. A ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chainsaw-earle/9781897174821_cover/234724899-1-eng-CA/9781897174821_cover_coverbookpage_embed.jpg
1083,Canadian,Chai Tea Sunday,Heather Clark,&nbsp;Explore the true resilience of the heart and our raw determination to find goodness in a world fraught with adversityOne woman’s courage in the face of ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chai-tea-sunday/9781770410824_cover/425531464-1-eng-CA/9781770410824_cover_coverbookpage_embed.jpg
1084,Canadian,Chalk,Doug Diaczuk,"Winner of the 38th Annual 3-Day Novel-Writing Contest&quot;You&quot; and L, a mysterious third gender runaway, hit the road on a mission to find the meaning of life. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chalk/9781772140781_cover/421610060-1-eng-CA/9781772140781_cover_coverbookpage_embed.jpg
1085,Canadian,Chalk Valley,Daniel Johnstone,"In a remote mountain valley in British Columbia, a human monster preys on innocent lives. After teenagers discover the body of a missing girl in Chalk Valley, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chalk-valley/9781482000252_cover/284721538-1-eng-CA/9781482000252_cover_coverbookpage_embed.jpg
1086,Canadian,Chameleon (Days),Dean Seravalle,"What happens when the narrator is removed from a story? When the author's real life is fictionalized instead, so that creator and creation relate on the same ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chameleon-days/9781988098487_cover/278324321-1-eng-CA/9781988098487_cover_coverbookpage_embed.jpg
1087,Canadian,Champagne for Buzzards,Phyllis Smallman,"With its seven-foot snakes and nasty horses, Florida ranch country can be as dangerous as the mean streets of any big city. Sherri Travis doesn’t do country. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/champagne-for-buzzards/9781552789124_cover/93204164-1-eng-CA/9781552789124_cover_coverbookpage_embed.jpg
1088,Canadian,CHAMPAGNE FOR BUZZARDS,Phyllis Smallman,"With its seven foot snakes and nasty horses, Florida ranch country can be as dangerous as the mean streets of any big city.",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/champagne-for-buzzards3/9781770871571_cover/96836604-1-eng-CA/9781770871571_cover_coverbookpage_embed.jpg
1089,Canadian,Changing Constantinou's Game,Jennifer Hayward,"One kiss couldn't hurt, could it?&nbsp;Alexios Constantinou is notorious for his lethal charm, so when the exquisite Isabel Peters is?literally?dropped into his lap ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/changing-constantinou-s-game2/9780373132775_cover/420088235-1-eng-CA/9780373132775_cover_coverbookpage_embed.jpg
1090,Canadian,Changing Heaven,Jane Urquhart,"Two worlds are intertwined in this hauntingly beautiful story as it moves from Toronto to the English moors and to Venice, Italy. The time frame shifts between ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/changing-heaven/9780771086298_cover/392111203-1-eng-CA/9780771086298_cover_coverbookpage_embed.jpg
1091,Canadian,Chaosbound,David Farland,"Borenson is set on a quest to save the devastated world from certain destruction. But the land has been altered forever: in the change, Borenson has merged ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chaosbound/9780765361400_cover/304590134-1-eng-CA/9780765361400_cover_coverbookpage_embed.jpg
1092,Canadian,Character Actor,Scott Randall,"In Character Actor, his second collection of short stories, Scott Randall once again gets right to the heart of ordinary characters, not the brilliantly ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/character-actor/9781897109250_cover/213422812-1-eng-CA/9781897109250_cover_coverbookpage_embed.jpg
1093,Canadian,Charles the Bold,Yves Beauchemin,Possibly the greatest novel published in Canada in 2004 — the first in a historic series.It’s as if Dickens or Balzac — or Rohinton Mistry — had ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/charles-the-bold/9780771011481_cover/172524610-1-eng-CA/9780771011481_cover_coverbookpage_embed.jpg
1094,Canadian,Charleswood Road,M. C. Joudrey,"The fiction and prose selections included in Charleswood Road contrast stark reality with fantasy, mortality with transcendence and explore both the mundane ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/charleswood-road/9780991761043_cover/419597645-1-eng-CA/9780991761043_cover_coverbookpage_embed.jpg
1095,Canadian,Charley's Web,Joy Fielding,The New York Times and internationally bestselling author is at her heart-skipping best with her latest mesmerizing triumph . . . Charley’s Web.Charley Web ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/charley-s-web/9781400025169_cover/220638643-1-eng-CA/9781400025169_cover_coverbookpage_embed.jpg
1096,Canadian,Charlie Muskrat,Harold Johnson,"And there he was - Charlie Muskrat, out of moose meat for the winter and committed to getting some, who finds himself in Prince Albert with a 30/30 Winchester ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/charlie-muskrat/9781897235447_cover/323219518-1-eng-CA/9781897235447_cover_coverbookpage_embed.jpg
1097,Canadian,Charting the Darkness,A.C. Geisel,"American-born fighter pilot and Vietnam veteran, Nick Sullivan, is a broken man. Abandoned for dead by his family while he rotted in a Viet Cong prison camp, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/charting-the-darkness/9781772060362_cover/365976689-1-eng-CA/9781772060362_cover_coverbookpage_embed.jpg
1098,Canadian,Chasing Nathan,Jeanette Hubbard,"Jeanette Hubbard’s humorous style of suspense writing has been compared to Carl Hiaasen and Janet Evanovitch. In this quirky follow-up novel, a chance ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chasing-nathan/9781987857436_cover/278438837-1-eng-CA/9781987857436_cover_coverbookpage_embed.jpg
1099,Canadian,Chasing Painted Horses,Drew Hayden Taylor,"When Ralph Thomas comes across graffiti of a horse in an alleyway in the early hours of the morning, he is stopped in his tracks. He recognizes this horse. A ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chasing-painted-horses/9781770865600_cover/405923995-1-eng-CA/9781770865600_cover_coverbookpage_embed.jpg
1100,Canadian,Chasing Red,Isabelle Ronin,"Chosen as one of Goodreads' 21 Big Books of FallThey said she was going to be my ruin...Then let her ruin me.Caleb Lockhart has everything—wealth, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chasing-red/9781492658450_cover/422008534-1-eng-CA/9781492658450_cover_coverbookpage_embed.jpg
1101,Canadian,Chasing River,K.A. Tucker,"In the third novel in nationally bestselling author K.A. Tucker’s romantic suspense series, a young woman travels to Dublin and finds herself at the scene of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chasing-river2/9781476774237_cover/422443450-1-eng-CA/9781476774237_cover_coverbookpage_embed.jpg
1102,Canadian,Chasing the Wind,C.C. Humphreys,"Smuggler. Smoker. Aviatrix. Thief. The dynamic Roxy Loewen is all these things and more, in this riveting and gorgeous historical fiction novel for readers of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chasing-the-wind/9780385690485_cover/419486912-1-eng-CA/9780385690485_cover_coverbookpage_embed.jpg
1103,Canadian,Cheap Thrills,David Kloepfer,"Cheap Thrills takes place over the course of a single weekend, beginning with the incessantly stoned Ethan and his roommate Phil discovering the body of their ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cheap-thrills/9781988098869_cover/384955137-1-eng-CA/9781988098869_cover_coverbookpage_embed.jpg
1104,Canadian,Cheat the Hangman,Gloria Ferris,WINNER OF THE 2012 BONY BLITHE LIGHT MYSTERY AWARD!&nbsp;&nbsp;Lyris Pembrooke unearths a terrible family secret in the old mansion she recently inherited. Investigating ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cheat-the-hangman/9781926997230_cover/170307439-1-eng-CA/9781926997230_cover_coverbookpage_embed.jpg
1105,Canadian,"Checkout Girl, The",Susan Zettell,"It's 1970, and the optimism of Trudeaumania is giving way to fears of wage and price controls. In Varnum, Ontario, where the smell of industry is the smell of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/checkout-girl-the/9781897109267_cover/213070993-1-eng-CA/9781897109267_cover_coverbookpage_embed.jpg
1106,Canadian,Chef,Jaspreet Singh,"Jaspreet Singh follows his highly-acclaimed short story collection, Seventeen Tomatoes: Tales from Kashmir with an elegiac and hypnotic novel. Chef is a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chef/9781550652390_cover/394076036-1-eng-CA/9781550652390_cover_coverbookpage_embed.jpg
1107,Canadian,Cherry Beach Express,R. D.  Cain,When Steve Nastos is wrongfully accused of murdering his dentist?a man whom he believes committed an unspeakable crime against his daughter?he decides to take ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cherry-beach-express/9781770410053_cover/226736091-1-eng-CA/9781770410053_cover_coverbookpage_embed.jpg
1108,Canadian,Cherry Blossoms,Wes Funk,"Frustrated and disenchanted with farm life and marriage, Cherry Markowsky grabs her dog and heads toward a new beginning in the city of Saskatoon. Yet between ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cherry-blossoms2/9781894431750_cover/423081986-1-eng-CA/9781894431750_cover_coverbookpage_embed.jpg
1109,Canadian,Cherry Electra,Matt Duggan,"A harrowing, sexy, sly, subversive novel about an addictive love affair, an explosive relationship, a twisted storyteller, and a cherry car.Locked in jail, a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cherry-electra/9781552639436_cover/93272668-1-eng-CA/9781552639436_cover_coverbookpage_embed.jpg
1110,Canadian,Chez l'arabe,Mireille Silcoff,A dazzling debut collection from award-winning journalist and New York Times Magazine contributor Mireille Silcoff.Inspired by the real life medical struggles ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chez-l-arabe/9781770894693_cover/399330209-1-eng-CA/9781770894693_cover_coverbookpage_embed.jpg
1111,Canadian,Chicken,Lynn Crosbie,"Set in disparate parts of Los Angeles, Chicken uproariously, grievously, relates the collision and inevitably ruinous paths of two incendiary figures. One is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chicken/9781487002862_cover/420727152-1-eng-CA/9781487002862_cover_coverbookpage_embed.jpg
1112,Canadian,Child of a Hidden Sea,A.M. Dellamonica,"Child of a Hidden Seaby A.M. Dellamonica is a rousing tale of adventure and adversity, politics and personal trialsOne minute, twenty-four-year-old Sophie ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/child-of-a-hidden-sea/9780765334497_cover/422172992-1-eng-CA/9780765334497_cover_coverbookpage_embed.jpg
1113,Canadian,Children in the Morning,Anne Emery,"When Beau Delaney, the Halifax hotshot whose exploits are the subject of a new Hollywood film, is charged with the murder of his wife Peggy, it’s lawyer and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-in-the-morning/9781550229271_cover/226743139-1-eng-CA/9781550229271_cover_coverbookpage_embed.jpg
1114,Canadian,Children of Earth and Sky,Guy Gavriel Kay,The bestselling author of the groundbreaking novels Under Heaven and River of Stars evokes a world inspired by the conflicts and dramas of Renaissance Europe. ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-of-earth-and-sky/9780670068395_cover/293051308-1-eng-CA/9780670068395_cover_coverbookpage_embed.jpg
1115,Canadian,Children of My Heart,Gabrielle Roy,"Set in the prairies in the 1930s, and rich with the author’s own memories of her time there as a young woman, this is a powerful story of an impressionable ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-of-my-heart2/9780771057663_cover/417636385-1-eng-CA/9780771057663_cover_coverbookpage_embed.jpg
1116,Canadian,Children of the Bloodlands,S. M. Beiko,"&nbsp;The dazzling second book in S.M. Beiko’s Realms of Ancient seriesThree months after the battle of Zabor, the five friends that came together to defeat her ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-of-the-bloodlands/9781770413580_cover/359983541-1-eng-CA/9781770413580_cover_coverbookpage_embed.jpg
1117,Canadian,Children of the Moon,Anthony De Sa,"From celebrated author Anthony De Sa comes a raw and compelling novel of love, war and the heartbreaking effects of memory.&quot;'You must listen to my words. You ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-of-the-moon/9780385685979_cover/367942196-1-eng-CA/9780385685979_cover_coverbookpage_embed.jpg
1118,Canadian,Children of the Revolution,Peter Robinson,"A disgraced college lecturer is found murdered with £5,000 in his pocket on a disused railway line near his home. Since being dismissed from his job for ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-of-the-revolution/9780771076305_cover/220650028-1-eng-CA/9780771076305_cover_coverbookpage_embed.jpg
1119,Canadian,Children of the Tide,Jon Redfern,"London: the early 1840s. The birth of the young Queen Victoria's first child is taken as an auspicious sign for all. But on a cold March night, a spree of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/children-of-the-tide/9781459724181_author/424663314-1-eng-CA/9781459724181_author_coverbookpage_embed.jpg
