id,origin,title,author,description,image
3737,Canadian,P-Town Murders,Jeffrey Round,"In a place that’s ‘to die for’, no one expects to die for real. &nbsp;So muses undercover detective Bradford Fairfax after an anonymous caller tells him that ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/p-town-murders/9781897151280_cover/315049976-1-eng-CA/9781897151280_cover_coverbookpage_embed.jpg
3738,Canadian,Pucked,Helena Hunting,"With a famous NHL player for a stepbrother, Violet Hall is well acquainted with the playboy reputation of many a hockey star. She isn’t interested in ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pucked2/9781682304150_cover/420487322-1-eng-CA/9781682304150_cover_coverbookpage_embed.jpg
3739,Canadian,Pucked Over,Helena Hunting,"Lily LeBlanc isn’t versed in the art of casual sex, but after seven years in an on-again, off-again relationship, she’s definitely willing to give it a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pucked-over2/9781682304174_cover/420613330-1-eng-CA/9781682304174_cover_coverbookpage_embed.jpg
3740,Canadian,Pucked Up,Helena Hunting,"Miller “Buck” Butterson has been banging his way through life ever since a puck to the face fixed his messed up front teeth. After five years in the NHL, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pucked-up2/9781682304167_cover/420465014-1-eng-CA/9781682304167_cover_coverbookpage_embed.jpg
3741,Canadian,Pugg's Portmanteau,DM Bryan,"When Pugg, dog to eighteenth-century printmaker William Hogarth, finds a leather portmanteau abandoned beneath his master’s deathbed, the bereaved canine ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pugg-s-portmanteau/9781773850504_cover/422469197-1-eng-CA/9781773850504_cover_coverbookpage_embed.jpg
3742,Canadian,Pulpy and Midge,Jessica Westhead,"Brian Lembeck – ‘Pulpy’ – takes life slow and steady. He likes his office job, and he likes his gentle, figurine-collecting boss, Al. He even likes the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pulpy-and-midge/9781552451854_cover/421090245-1-eng-CA/9781552451854_cover_coverbookpage_embed.jpg
3743,Canadian,Pulse,Lydia Kwa,"Pulse is a complex, riveting novel about love, death and the ties that bind.The story begins in the summer of 2007 in Torontoandrsquo;s Chinatown. Natalie is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pulse/9781554702596_cover/97164213-1-eng-CA/9781554702596_cover_coverbookpage_embed.jpg
3744,Canadian,Pumpkin Eater,Jeffrey Round,"Private investigator Dan Sharp searches the seamy underbelly of the city for a brutal killer. Following an anonymous tip, missing persons investigator Dan ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pumpkin-eater/9781459708174_author/411210626-1-eng-CA/9781459708174_author_coverbookpage_embed.jpg
3745,Canadian,"Pumpkin Murders, The",Judith Alguire,"Trevor and Margaret Rudley, proprietors of the Pleasant Inn, are looking forward to autumn at their bucolic Ontario cottage-country hotel, expecting only a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pumpkin-murders-the/9781897109458_cover/410364910-1-eng-CA/9781897109458_cover_coverbookpage_embed.gif
3746,Canadian,Punishing Ugly Children,Darryl Joel Berger,"Disfigured inside and out, the characters in Punishing Ugly Children are ill-made for anything but the crooked paths they follow. By turns bleak and amusing, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/punishing-ugly-children/9781897174654_cover/234012258-1-eng-CA/9781897174654_cover_coverbookpage_embed.jpg
3747,Canadian,Punishment,Linden MacIntyre,"In Punishment, his first novel since completing his Long Stretch trilogy, Scotiabank Giller-winner Linden MacIntyre brings us a powerful exploration of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/punishment/9780345813909_cover/172509725-1-eng-CA/9780345813909_cover_coverbookpage_embed.jpg
3748,Canadian,Puppet/Mad River Road,Joy Fielding,"Two bestselling novels in one volume!Puppet Living a no-strings-attached life in glamorous Palm Beach, beautiful, steely-nerved criminal attorney Amanda ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/puppet-mad-river-road/9780385679756_cover/379489637-1-eng-CA/9780385679756_cover_coverbookpage_embed.jpg
3749,Canadian,Pursued by the Desert Prince,Dani Collins,"Draped in the desert prince's diamonds? &nbsp;To ensure his sister's successful marriage, Kasim, Crown Prince of Zhamair, must stop Angelique Sauveterre's alleged ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pursued-by-the-desert-prince/9780373060498_cover/422625155-1-eng-CA/9780373060498_cover_coverbookpage_embed.jpg
3750,Canadian,Pushkin's Second Wife and Other Micronovels,Yuri Druzhnikov,"Short fiction from one of the great contemporary Russian writers.&nbsp;In this heartfelt collection of stories, life in Russia is vividly described?both before and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pushkin-s-second-wife-and-other-micronovels/9780720613001_cover/272562910-1-eng-CA/9780720613001_cover_coverbookpage_embed.jpg
3751,Canadian,Push & the Pull,Darryl Whetter,"Andrew Day embarks on a bicycle trip from Halifax to Kingston, his childhood home. As he goes, the dual narratives of Andrew's life emerge: the slow, painful ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/push-the-pull/9780864925077_cover/399553979-1-eng-CA/9780864925077_cover_coverbookpage_embed.jpg
3752,Canadian,Put on the Armour of Light,Catherine Macdonald,2016 Manitoba Book Awards’ Michael Van Rooy Award for Genre Fiction — WinnerSecrets are lurking behind the proper exteriors of Winnipeg’s ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/put-on-the-armour-of-light/9781459715493_author/425101465-1-eng-CA/9781459715493_author_coverbookpage_embed.jpg
3753,Canadian,Puzzle of Murders,Brandon Pitts,"When disinherited loser Sam Giltine catches pneumonia, stemming from depression he emerges from his feverish state completely changed. Believing his body to be ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/puzzle-of-murders/9781926956077_cover/97407040-1-eng-CA/9781926956077_cover_coverbookpage_embed.jpg
3754,Canadian,Pyres,Derek Nikitas,"Punky Lucia Moberg turns sixteen in a week. She steals CDs from stores, argues with Mom, pines for the rebel boy next door. But adolescence ends fast in a mall ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pyres/9780312533885_cover/294179531-1-eng-CA/9780312533885_cover_coverbookpage_embed.jpg
3755,Canadian,"Pyx, The",John Buell,"When heroin-addicted call girl Elizabeth Lucy dies in a fall from a swanky penthouse terrace, homicide detective Henderson is assigned to the case. Was it ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/p/pyx-the/9781550654653_cover/391462451-1-eng-CA/9781550654653_cover_coverbookpage_embed.jpg
3756,Canadian,Quantum Night,Robert J. Sawyer,LONGLISTED FOR&nbsp;CANADA READS 20172017 AURORA AWARD FOR BEST NOVEL&nbsp;Robert J. Sawyer has proven himself to be &quot;a writer of boundless confidence and bold ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quantum-night/9780670065783_cover/335491886-1-eng-CA/9780670065783_cover_coverbookpage_embed.jpg
3757,Canadian,Quarry,Catherine Graham,"Set in southern Ontario during the 1980’s, acclaimed poet Catherine Graham's debut novel is layered like the open-pit mine for which it is named. Only child, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quarry2/9780995185814_cover/384005146-1-eng-CA/9780995185814_cover_coverbookpage_embed.jpg
3758,Canadian,Quartet for the End of Time,Johanna Skibsrud,"The year is 1932, and America is roiling with unrest. Angry WWI veterans, embittered by the ruinous poverty inflicted by the Great Depression, join forces and, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quartet-for-the-end-of-time/9780670065998_cover/207997548-1-eng-CA/9780670065998_cover_coverbookpage_embed.jpg
3759,Canadian,Queen Eleanor and Fair Rosamond,Margaret Oliphant,Queen Eleanor and Fair Rosamond—among the most compelling and thought-provoking of Margaret Oliphant’s works of short fiction—tells the story of Mr. and ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-eleanor-and-fair-rosamond/9781554814275_cover/425556012-1-eng-CA/9781554814275_cover_coverbookpage_embed.jpg
3760,Canadian,Queen of All the Nightbirds,Craig Wolf,"When the new girl in school falls for one of their own, Eric and his misfit friends think it's nothing shy of a miracle. She's everything any of them could ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-of-all-the-nightbirds/9781771484947_cover/382303442-1-eng-CA/9781771484947_cover_coverbookpage_embed.jpg
3761,Canadian,Queen of Candesce,Karl Schroeder,"Venera Fanning was last seen falling into nothingness at the end of Sun of Suns.andnbspNow, in Queen of Candesce,andnbspVenera finds herself plunging through the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-of-candesce/9780765354549_cover/283689556-1-eng-CA/9780765354549_cover_coverbookpage_embed.jpg
3762,Canadian,Queen of Diamonds,Catherine Hunter,"Lorelei Good has a gift: she can relay messages from the afterlife, helping the bereaved speak with their departed loved ones. Of course, Lorelei's successful ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-of-diamonds/9780888013224_cover/271278678-1-eng-CA/9780888013224_cover_coverbookpage_embed.jpg
3763,Canadian,Queen of Hearts,Sheryl Wright,"Can love found on television become true love?  When the producers of the new TV reality show, Queen of Hearts, receive a last minute cancellation by one of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-of-hearts3/9781642470192_cover/304318045-1-eng-CA/9781642470192_cover_coverbookpage_embed.jpg
3764,Canadian,Queen of Stars,Dave Duncan,"While discovering the truth behind his half-human, half-elven parentage, master swordsman Rigel not only defeated the horrific monsters of the Starlands, but ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-of-stars/9781477849170_cover/274253328-1-eng-CA/9781477849170_cover_coverbookpage_embed.jpg
3765,Canadian,Queen of the Sylphs,L. J. McDonald,"It was a dream come true. Solie had her own battler, a creature of almost infinite magic who could vaporize legions in the blink of an eye and would willingly ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-of-the-sylphs/9781611098655_cover/334673686-1-eng-CA/9781611098655_cover_coverbookpage_embed.jpg
3766,Canadian,Queen's Court,Edward O. Phillips,"Louise Bingham, recently widowed in her mid-sixties, decides to “play the tape backwards” and move from Victoria to Montreal, returning to the city of her ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-s-court/9781896332222_cover/367170528-1-eng-CA/9781896332222_cover_coverbookpage_embed.jpg
3767,Canadian,Queen Solomon,Tamara Faith Berger,The erotic awakening and mental disintegration of an intense young man who leaves home and enters the phantasm of Israel.It's just another boring summer for ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/queen-solomon/9781552453728_cover/421657794-1-eng-CA/9781552453728_cover_coverbookpage_embed.jpg
3768,Canadian,Quickening,Terry Griggs,"Shortlisted for the Governor General's Award, these first short stories from Terry Griggs herald one of the most original voices to appear out of Canada in the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quickening/9781897231579_cover/116707028-1-eng-CA/9781897231579_cover_coverbookpage_embed.jpg
3769,Canadian,Quiet Twin,Dan Vyleta,"Vienna under the Nazis. A string of murders throws the city into a state of anxiety. Anton Beer, a young doctor who has made a study of forensic psychology, is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quiet-twin/9781554689057_cover/210495764-1-eng-CA/9781554689057_cover_coverbookpage_embed.jpg
3770,Canadian,Quill of the Dove,Ian Thomas Shaw,"French journalist Marc Taragon is at the apex of his career in 2007. A tenacious idealist, Taragon has spent the last thirty years attempting to bring to ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quill-of-the-dove/9781771833783_cover/322375353-1-eng-CA/9781771833783_cover_coverbookpage_embed.jpg
3771,Canadian,Quintet,Douglas Arthur Brown,"Adrian, Rory, and Cameron. Three brothers, identical triplets, are summoned home by the death of their parents in a freak accident.  From Copenhagen, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quintet2/9781552639979_cover/96278526-1-eng-CA/9781552639979_cover_coverbookpage_embed.jpg
3772,Canadian,Quiver,Holly Luhning,"In sixteenth-century Hungary, Countess Elizabeth Báthory tortured and killed over six hundred servant girls in order to bathe in their blood; she believed ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quiver/9781554686964_cover/134639835-1-eng-CA/9781554686964_cover_coverbookpage_embed.jpg
3773,Canadian,Quivering Land,Roewan Crowe,"Roewan Crowe's compelling and haunting literary debut, Quivering Land, is a rather queer Western, engaging with poetics and politics to reckon with the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/quivering-land/9781894037907_cover/400737065-1-eng-CA/9781894037907_cover_coverbookpage_embed.jpg
3774,Canadian,"QWERTY Institute, The",Angela Szczepaniak,Prepare to be alphabetized! Ever wonder what goes on in the secret lives of letters? Surely they don't just huddle quietly under the covers waiting to be read. ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/q/qwerty-institute-the/9781897388822_cover/340344082-1-eng-CA/9781897388822_cover_coverbookpage_embed.jpg
3775,Canadian,Race Against Time,Gail Anderson-Dargatz,"Small-town reporter Claire Abbott wakes from a nightmare, convinced a bomb will go off in the local school. And then, strangely enough, there really is a bomb ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/race-against-time3/9781459808430_cover/418294058-1-eng-CA/9781459808430_cover_coverbookpage_embed.jpg
3776,Canadian,Racing Hearts,Vicki Lewis Thompson,"She's plotted the courseCar chief Roni Kenway has a plan. She'll save her racing team and (hopefully) convince her crew chief, Judd Timmons, that she's the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/racing-hearts2/9780373837403_cover/419977658-1-eng-CA/9780373837403_cover_coverbookpage_embed.jpg
3777,Canadian,Racket,Lisa Moore,"In Racket, editor and acclaimed fiction writer Lisa Moore introduces us to ten of the most exciting new writers currently at work in Newfoundland. Featuring a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/racket/9781550816099_cover/414402897-1-eng-CA/9781550816099_cover_coverbookpage_embed.jpg
3778,Canadian,Radiance,Shaena Lambert,"Later, when Daisy remembered that night, she could smell the scent of honeysuckle at the window and see the moon on the floorboards. But in her memories Keiko ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/radiance/9780679313793_cover/423756591-1-eng-CA/9780679313793_cover_coverbookpage_embed.jpg
3779,Canadian,Radiant,Karina Sumner-Smith,"Xhea has no magic. Born without the power that everyone else takes for granted, Xhea is an outcast?no way to earn a living, buy food, or change the life that ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/radiant/9781940456102_cover/115521050-1-eng-CA/9781940456102_cover_coverbookpage_embed.jpg
3780,Canadian,Radiant Shimmering Light,Sarah Selecky,"“In a world where success isn’t just about money or self-actualization, but how many people watch you enjoy it on Instagram, Radiant Shimmering Light is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/radiant-shimmering-light/9781443455688_cover/325071783-1-eng-CA/9781443455688_cover_coverbookpage_embed.jpg
3781,Canadian,Radicalized,Cory Doctorow,"FromNew York Times bestselling author Cory Doctorow,Radicalized is four urgent SF novellas of America's present and future within one bookTold through one of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/radicalized/9781250228581_cover/422048119-1-eng-CA/9781250228581_cover_coverbookpage_embed.jpg
3782,Canadian,Radio Belly,Buffy Cram,"A formidable debut of nine surreally funny, politically astute and emotionally gripping stories.&nbsp;In the surreal world of Buffy Cram's stories, someone or ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/radio-belly/9781553659020_cover/420765586-1-eng-CA/9781553659020_cover_coverbookpage_embed.jpg
3783,Canadian,Radius Islamicus,Julian Samuel,"Joseph, the tactician behind the Piccadilly Circus bombing, finds himself in a nursing home in Pierrefonds, Quebec. A visit from a long-lost former fellow cell ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/radius-islamicus/9781771832540_cover/416497515-1-eng-CA/9781771832540_cover_coverbookpage_embed.jpg
3784,Canadian,Rag & Bone Man,Don Dickinson,A coming-of-age story about a Canadian hockey player set adrift in 1970s London who finds himself in the middle of one of the UK's most turbulent eras. Set in ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rag-bone-man2/9781550502749_cover/371079140-1-eng-CA/9781550502749_cover_coverbookpage_embed.jpg
3785,Canadian,Rage,John Mavin,"When our own darkness is mirrored in multi-faceted characters, do we look away in disgust or find the humanity within them and, by extension, ourselves? In his ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rage2/9781771871419_cover/253837699-1-eng-CA/9781771871419_cover_coverbookpage_embed.jpg
3786,Canadian,Ragged Chain,Vivian Meyer,"When fledgling private investigator Abby Faria heads to Peregrine Island in BC's magnificent Desolation Sound for a well-deserved vacation break, she finds ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ragged-chain/9781894549844_cover/210763751-1-eng-CA/9781894549844_cover_coverbookpage_embed.jpg
3787,Canadian,Ragged Company,Richard Wagamese,"Four chronically homeless people–Amelia One Sky, Timber, Double Dick and Digger–seek refuge in a warm movie theatre when a severe Arctic Front descends on ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ragged-company/9780385661560_cover/95486873-1-eng-CA/9780385661560_cover_coverbookpage_embed.jpg
3788,Canadian,Ragged Islands,Don Hannah,"“Dark, nothing but darkness, thick and deep, and it wasn’t home, she could sense that, it was somewhere else. Susan Ann was trying to think, trying to ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ragged-islands/9780676977929_cover/172249941-1-eng-CA/9780676977929_cover_coverbookpage_embed.jpg
3789,Canadian,Ragged Lake,Ron Corbett,"&nbsp;Gruesome murders, a northern secret, and a buried pastWhile working one afternoon on the Northern Divide, a young tree-marker makes a grisly discovery: in a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ragged-lake/9781770413948_cover/381479175-1-eng-CA/9781770413948_cover_coverbookpage_embed.jpg
3790,Canadian,Raincoast Chronicles 23,Peter A. Robson,"When the first edition of Raincoast Chronicles was produced by a couple of novice publishers in the unlikely location of Pender Harbour in 1972, it boldly ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raincoast-chronicles-23/9781550177107_cover/424328098-1-eng-CA/9781550177107_cover_coverbookpage_embed.jpg
3791,Canadian,Rain Falls Like Mercy,Jack Todd,"Set against the sweeping backdrop of World War II, Rain Falls Like Mercy is a gripping depiction of a family and a country touched by the grand violence of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rain-falls-like-mercy/9781416598510_cover/364377731-1-eng-CA/9781416598510_cover_coverbookpage_embed.jpg
3792,Canadian,Raise You Twenty,Barry Callaghan,"This is the third volume of essays from Canada’s Man of Letters, following the critically acclaimed Raise You Five and Raise You Ten. Novelist and poet Barry ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raise-you-twenty/9781552788769_cover/94380253-1-eng-CA/9781552788769_cover_coverbookpage_embed.jpg
3793,Canadian,Raising Innocence,Shannon Mayer,"?My name is Rylee and I am a Tracker.”When children go missing, and the Humans have no leads, I?’m the one they call. I am their last hope in bringing home ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raising-innocence/9781940456973_cover/327061236-1-eng-CA/9781940456973_cover_coverbookpage_embed.jpg
3794,Canadian,Raising Orion,Lesley Choyce,"Raising Orion tells the tale of an eccentric, timeless woman, Molly, a second-hand bookshop owner, and her childhood as the daughter of the last lighthouse ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raising-orion/9781897235805_cover/298329744-1-eng-CA/9781897235805_cover_coverbookpage_embed.jpg
3795,Canadian,"Rajapaksa Stories, The",Koom Kankesan,"President of Sri Lanka, conqueror of the Tamil Tigers, people's hero, Rajapaksa has it all... or does he? Rajapaksa has vanquished his enemies and acquired ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rajapaksa-stories-the/9781897275757_cover/400233749-1-eng-CA/9781897275757_cover_coverbookpage_embed.jpg
3796,Canadian,Ramya's Treasure,Pratap Reddy,Ramya immigrated to Canada from India with her husband about fifteen years ago. She typifies the first generation immigrant - a person who straddles two ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ramya-s-treasure/9781771833288_cover/416707807-1-eng-CA/9781771833288_cover_coverbookpage_embed.jpg
3797,Canadian,Rancher to the Rescue,Barbara Phinney,"A Practical EngagementClare Walsh isn’t too keen on marrying, but it’s the only way for her to keep her family home…and custody of her two younger ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rancher-to-the-rescue2/9781335471444_cover/423683013-1-eng-CA/9781335471444_cover_coverbookpage_embed.jpg
3798,Canadian,Rancher Wants a Wife,Kate Bridges,"A marriage to save them both?&nbsp;Among the responses Cassandra Hamilton receives to her advertizement as a mail-order bride, one stands out?Jack McColton's. The ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rancher-wants-a-wife2/9780373297672_cover/420109759-1-eng-CA/9780373297672_cover_coverbookpage_embed.jpg
3799,Canadian,Random Acts of Vandalism,Patrick Blennerhassett,"A rookie novelist faces infamy and fortune when a young boy mimics the suicidal protagonist in his book. After close to five years covering trials, a court ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/random-acts-of-vandalism/9781926942018_cover/95072782-1-eng-CA/9781926942018_cover_coverbookpage_embed.jpg
3800,Canadian,Random Passage,Bernice Morgan,"A new edition of Bernice Morgan’s classic, best-selling family saga. Forced to flee England, the Andrews family books passage from Weymouth, England to ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/random-passage3/9781550814491_interior/414019961-1-eng-CA/9781550814491_interior_coverbookpage_embed.jpg
3801,Canadian,Rapture of the Depths,Bettina Klix,"The poet William Blake once wrote, “All that we saw was owing to your metaphysics.” Elusive, ingenuous, acerbic and sophisticated by turns, Bettina Klix, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rapture-of-the-depths/9781897430101_cover/422948018-1-eng-CA/9781897430101_cover_coverbookpage_embed.jpg
3802,Canadian,Rat Bohemia,Sarah Schulman,"First published in 1995, this award-winning novel, written from the epicentre of the AIDS crisis, is a bold, achingly honest story set in the &quot;rat bohemia&quot; of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rat-bohemia/9781551522357_cover/117056692-1-eng-CA/9781551522357_cover_coverbookpage_embed.jpg
3803,Canadian,RATS NEST,Mat Laporte,"Mysterious and sometimes hallucinogenic, RATS NEST is a collection of short stories builds a narrative out of the complexity and dialectical uncertainty that ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rats-nest/9781771662444_cover/415712058-1-eng-CA/9781771662444_cover_coverbookpage_embed.jpg
3804,Canadian,Rats of Las Vegas,Lisa Pasold,"Millard Lacouvy is a short, plain, fiercely independent prodigy in the male world of poker. She learns her craft in Depression-era Vancouver and then graduates ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rats-of-las-vegas/9781894283922_cover/421525528-1-eng-CA/9781894283922_cover_coverbookpage_embed.jpg
3805,Canadian,Ravenna Gets,Tony Burgess,"Tony Burgess has been experimenting with apocalypse fiction in numerous earlier works: the language/speech virus in 'Pontypool', the enigmatic small world in ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ravenna-gets/9781897535325_cover/421138314-1-eng-CA/9781897535325_cover_coverbookpage_embed.jpg
3806,Canadian,Raven's Cove,Jenna Ryan,"The reappearance of Rogan signaled she needed protection. They'd lived together for months in a safe house, her life in this mysterious detective's hands. Dark ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raven-s-cove2/9780373746675_cover/420017817-1-eng-CA/9780373746675_cover_coverbookpage_embed.jpg
3807,Canadian,Ravenscrag,Alain Farah,"The writer Alain Farah is living in two time periods, and he feels out of place in both. At the opening of his story, we find ourselves at McGill in 1962 and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ravenscrag/9781770898950_cover/420305306-1-eng-CA/9781770898950_cover_coverbookpage_embed.jpg
3808,Canadian,Raven's Hollow,Jenna Ryan,Old secrets and a local legend force Sadie Bellam to put her trust in an easy-on-the-eyes detective in Raven's Hollow by Jenna Ryan&nbsp;Every small town has hidden ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raven-s-hollow2/9780373747993_cover/420062806-1-eng-CA/9780373747993_cover_coverbookpage_embed.jpg
3809,Canadian,Ravensong - A Novel,Lee Maracle,"Set along the Pacific Northwest Coast in the 1950s, Ravensong tells the story of an urban Native community devastated by an influenza epidemic. Stacey, a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/ravensong-a-novel/9781551305301_cover/292362841-1-eng-CA/9781551305301_cover_coverbookpage_embed.jpg
3810,Canadian,Raw Bone,Scott Thornley,"On a cold morning in early spring, the body of a young woman is found trapped in the ice of Dundurn Bay. The next day at dawn, a homeless man discovers an ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/raw-bone/9781487003234_cover/422881004-1-eng-CA/9781487003234_cover_coverbookpage_embed.jpg
3811,Canadian,Read and Buried,Eva Gates,"Librarian Lucy Richardson unearths a mysterious map dating back to the Civil War. But if she can't crack its code, she may end up read and buried.The Bodie ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/read-and-buried/9781643852331_cover/410288835-1-eng-CA/9781643852331_cover_coverbookpage_embed.jpg
3812,Canadian,Reading by Lightning,Joan Thomas,"Lily Piper and her family live in an ephemeral world, due to collapse any moment when the Lord comes to pluck His faithful from the drought-ravaged Prairie. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/reading-by-lightning/9780864925121_cover/418103316-1-eng-CA/9780864925121_cover_coverbookpage_embed.jpg
3813,Canadian,Readopolis,Bertrand Laverdure,"From award-winning writer Bertrand Laverdure comes Readopolis, a novel translated by Oana Avasilichioaei.It's 2006 and down-and-out protagonist Ghislain works ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/readopolis/9781771662987_cover/415667647-1-eng-CA/9781771662987_cover_coverbookpage_embed.jpg
3814,Canadian,Real Gone,Jim Christy,"Real Gone turns the myth of the Sixties on its head. The protagonist may be a peripatetic young man on an intense search but he knows, intuitively, that the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/real-gone/9781926802015_cover/400255053-1-eng-CA/9781926802015_cover_coverbookpage_embed.jpg
3815,Canadian,Really Dead,J.E. Forman,Murder isn’t something that just happens on TV. Travel writer Ria Butler has to outsmart a killer on the set of a reality TV show. Ria is supposed to be ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/really-dead/9781459706804_author/425035818-1-eng-CA/9781459706804_author_coverbookpage_embed.jpg
3816,Canadian,"Realm of Means, The",David Hull,"Philosophers contend with sex, death, Nazis, one another.Allen Smythe's first week on staff is not going well. He's been falsely accused of a crime (which he ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/realm-of-means-the/9781988887029_cover/393040631-1-eng-CA/9781988887029_cover_coverbookpage_embed.jpg
3817,Canadian,"Reantasy, Montreal",David Makin,"Reantasy. . .Montreal remembers, reminds and recounts various recollections, events, brief histories and trivia, as seen through the eyes of and experienced by ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/reantasy-montreal/9781504950725_cover/300251951-1-eng-CA/9781504950725_cover_coverbookpage_embed.jpg
3818,Canadian,Reaper's Gale,Steven Erikson,"A brutal, harrowing chapter of the Malazan Book of the Fallen from best selling author Steven EriksonAll is not well in the Letherii Empire. Rhulad Sengar, the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/reaper-s-gale/9780765348845_cover/422005768-1-eng-CA/9780765348845_cover_coverbookpage_embed.jpg
3819,Canadian,"Rebecca, Born in the Maelstrom",Marie-Claire Blais,"With this astounding fourth novel in her ongoing series of contemporary masterpieces (These Festive Nights, Thunder and Light, Augustino and the Choir of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rebecca-born-in-the-maelstrom/9780887848254_cover/399461468-1-eng-CA/9780887848254_cover_coverbookpage_embed.jpg
