title,authors,image,description
The Architects Are Here,Michael Winter,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-architects-are-here/9780143055709_cover/379229824-1-eng-CA/9780143055709_cover_coverbookpage_embed.jpg,"When Gabriel English’s partner Nell doesn’t come home from work one day, he connects with longtime friend David Twombly for a trip back to their hometown ..."
The Arm of Gold,Ralph Connor,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-arm-of-gold/9780887807299_cover/424756031-1-eng-CA/9780887807299_cover_coverbookpage_embed.jpg,"The Arm of Gold is set in Ravanoke on the Bras d'Or Lakes in Cape Breton, Nova Scotia. When some affluent American visitors come to Ravanoke for a fishing ..."
The Arrangement,Robyn Harding,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-arrangement5/9781982110505_cover/425601539-1-eng-CA/9781982110505_cover_coverbookpage_embed.jpg,"A Pretty Woman tale turns toxic and deadly in this provocative and riveting thriller of sex, obsession, and murder from the “master of domestic suspense” ..."
The Artful Goddaughter,Melodie Campbell,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-artful-goddaughter2/9781459808195_cover/424268630-1-eng-CA/9781459808195_cover_coverbookpage_embed.jpg,"Mob goddaughter Gina Gallo stands to inherit two million bucks from her great-uncle Seb, a master forger. But there’s a catch: Uncle Seb wants Gina to make ..."
The Artificial Newfoundlander,Larry Matthews,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-artificial-newfoundlander/9781550813234_cover/414411515-1-eng-CA/9781550813234_cover_coverbookpage_embed.jpg,"The Artificial Newfoundlander is a witty, playful, tale of contemporary St. John’s. Hugh Norman, a middle-aged English prof researching an eccentric novelist ..."
The Art of Being Lewis,Daniel Goodwin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-art-of-being-lewis/9781770865297_cover/419964433-1-eng-CA/9781770865297_cover_coverbookpage_embed.jpg,"Between indecent exposure and intellectual property theft, it's tough being Lewis this year.East Coast architect Lewis Morton thought he had it all: loving ..."
The Art of Trespassing,Anna Leventhal,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-art-of-trespassing2/9780978218546_cover/422904349-1-eng-CA/9780978218546_cover_coverbookpage_embed.jpg,"Contributors explore the urban systems and structures that frame our everyday lives. The Art of Trespassing imagines networks, neighbourhoods, and ..."
The Ascendant,Peter Parkin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-ascendant/9781988281735_cover/361776726-1-eng-CA/9781988281735_cover_coverbookpage_embed.jpg,"Memorial Day had always been a special occasion for Dr. Sandford (Sandy) Beech and his precious family, filled with innocent pleasures like ice cream, clowns, ..."
The Assassin's Song,MG Vassanji,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-assassin-s-song/9780385663526_cover/172273698-1-eng-CA/9780385663526_cover_coverbookpage_embed.jpg,"M.G. Vassanji’s magnificent new novel provides further proof of his unique, wide ranging and profound genius. The Assassin’s Song is a shining study of ..."
The Assassin's Song,MG Vassanji,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-assassin-s-song2/9780385680806_cover/379355064-1-eng-CA/9780385680806_cover_coverbookpage_embed.jpg,"In the aftermath of the brutal violence that gripped western India in 2002, Karsan Dargawalla, heir to Pirbaag—the shrine of a mysterious, medieval ..."
The Atopia Chronicles,Matthew Mather,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-atopia-chronicles/9781477849286_cover/421518730-1-eng-CA/9781477849286_cover_coverbookpage_embed.jpg,"Book 1 of the Atopia Series!In the near future, to escape the crush and clutter of a packed and polluted Earth, the world’s elite flock to Atopia, an ..."
The Autobiography of Jack the Ripper,Alan Scarfe,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-autobiography-of-jack-the-ripper/9780889629974_cover/419832502-1-eng-CA/9780889629974_cover_coverbookpage_embed.jpg,"A new, powerful, evocative, brilliantly written excursion into the literature and lore of “Ripperology?! “The author explores the internal life and plumbs ..."
The Baby Compromise,Linda Ford,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-baby-compromise2/9780373829682_cover/419973728-1-eng-CA/9780373829682_cover_coverbookpage_embed.jpg,"A Bundle of ComplicationsGroomed for high society, Rebecca Sterling now has a new mission?to help the orphans coming to Evans Grove. Yet just before she's due ..."
The Baby Contract,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-baby-contract2/9780373734092_cover/419926156-1-eng-CA/9780373734092_cover_coverbookpage_embed.jpg,"One little baby highlights the fine line between duty and desire?from New York Times bestselling author Barbara Dunlop!&nbsp;Troy Keiser won't hire a woman, no ..."
The Baby Promise,Carolyne Aarsen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-baby-promise2/9780373876440_cover/419959159-1-eng-CA/9780373876440_cover_coverbookpage_embed.jpg,"On leave from the army, Nick Colter heads to a quiet Alberta ranch to fulfill a promise. His buddy left behind a pregnant wife in need of protection and ..."
The Baby Surprise,Brenda Harlen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-baby-surprise2/9780373655380_cover/420112010-1-eng-CA/9780373655380_cover_coverbookpage_embed.jpg,Paige Wilder was married to her job as a high-powered attorney—until she suddenly became guardian to an orphaned baby girl. Then Zach Crawford appeared on ...
The Bachelor Baker,Carolyne Aarsen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bachelor-baker2/9780373878291_cover/419949592-1-eng-CA/9780373878291_cover_coverbookpage_embed.jpg,"An Unlikely Partnership &nbsp;Opening a business isn't a piece of cake'something Melissa Sweeney discovers when an anonymous benefactor brings her to Bygones, ..."
The Bachelor Baker,Carolyne Aarsen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bachelor-baker3/9780373817085_cover/420000326-1-eng-CA/9780373817085_cover_coverbookpage_embed.jpg,"An Unlikely Partnership &nbsp;Opening a business isn't a piece of cake'something Melissa Sweeney discovers when an anonymous benefactor brings her to Bygones, ..."
The Bachelor Takes a Bride,Brenda Harlen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bachelor-takes-a-bride2/9780373659081_cover/419968936-1-eng-CA/9780373659081_cover_coverbookpage_embed.jpg,"&quot;You don't know me?but will you marry me?&quot;&nbsp;It strikes him like a lightning bolt when he lays eyes on Jordyn Garrett. Just like his grandma always says, You'll ..."
The Back Of The Turtle,Thomas King,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-back-of-the-turtle/9781443431620_cover/251247541-1-eng-CA/9781443431620_cover_coverbookpage_embed.jpg,Winner of the 2014&nbsp;Governor General’s Literary Award for Fiction!This is Thomas King’s first literary novel in 15 years and follows on the success of the ...
The Back Of The Turtle,Thomas King,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-back-of-the-turtle2/9781443431637_cover/424471133-1-eng-CA/9781443431637_cover_coverbookpage_embed.jpg,Winner of the Governor General’s Literary Award for FictionWinner of the Sunburst AwardWinner of the Copper Cylinder Adult AwardFinalist for the Trillium ...
The Back Of The Turtle,Thomas King,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-back-of-the-turtle3/9781443446464_cover/257888044-1-eng-CA/9781443446464_cover_coverbookpage_embed.jpg,Winner of the 2014&nbsp;Governor General’s Literary Award for Fiction!This is Thomas King’s first literary novel in 15 years and follows on the success of the ...
The Bad Daughter,Joy Fielding,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bad-daughter/9780385690577_cover/368144341-1-eng-CA/9780385690577_cover_coverbookpage_embed.jpg,What first appears to be a random home invasion and brutal attack reveals a family's dark secrets in this domestic ticking-clock suspense novel from the New ...
The Bad Daughter,Joy Fielding,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bad-daughter3/9781400026814_cover/368171171-1-eng-CA/9781400026814_cover_coverbookpage_embed.jpg,What first appears to be a random home invasion and brutal attack reveals a family's dark secrets in this domestic ticking-clock suspense novel from the New ...
The Badger Confession,J. A. Ricketts,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-badger-confession/9781897317662_cover/423081952-1-eng-CA/9781897317662_cover_coverbookpage_embed.jpg,"The loggers’ strike of 1959 is over. Premier Joey Smallwood has decertified the&nbsp;International Woodworkers of America, branding them as outlaws and traitors ..."
The Badger Riot,J. A. Ricketts,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-badger-riot/9781897317327_cover/422910311-1-eng-CA/9781897317327_cover_coverbookpage_embed.jpg,"In 1959, the small town of ?xml:namespace prefix=&quot;st1&quot; ns=&quot;urn:schemas-microsoft-com:office:smarttags&quot; /&gt;Badger was the centre of a labour confrontation that ..."
The Ballad of Samuel Hewitt,Nick Tooke,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-ballad-of-samuel-hewitt/9780889844278_cover/415218889-1-eng-CA/9780889844278_cover_coverbookpage_embed.jpg,"Set against the backdrop of the Great Depression, a young horse thief and his unlikely accomplice are pursued through the forbidding landscape of the BC ..."
The Baron's Governess Bride,Deborah Hale,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-baron-s-governess-bride/9780373829200_cover/419933185-1-eng-CA/9780373829200_cover_coverbookpage_embed.jpg,"Lord Steadwell's three motherless daughters were heartbroken when their last governess ran off to elope. In her dowdy cap and spectacles, Grace Ellerby seems ..."
The Barrio Kings,William Kowalski,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-barrio-kings/9781554692446_cover/417771172-1-eng-CA/9781554692446_cover_coverbookpage_embed.jpg,"Rosario Gomez gave up gang life after his brother was killed in a street fight. Now all he wants to do is finish night school, be a good father and work hard ..."
The Battles of Tolkien,David Day,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-battles-of-tolkien/9781626868533_cover/209808638-1-eng-CA/9781626868533_cover_coverbookpage_embed.jpg,The history of J. R. R. Tolkien's fictional world of Middle-earth is filled with epic battles in an ongoing struggle between good and evil.The Battles of ...
The Battle Within,Alastair Luft,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-battle-within/9781942645498_cover/420753785-1-eng-CA/9781942645498_cover_coverbookpage_embed.jpg,Major Hugh Dégaré never thought working a desk job could be worse than combat. But shortly after starting a new position in a bureaucratic military ...
The Baudelaire Fractal,Lisa Robertson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-baudelaire-fractal/9781552453902_cover/425323094-1-eng-CA/9781552453902_cover_coverbookpage_embed.jpg,"One morning, Hazel Brown awakes in a badly decorated hotel room to find that she’s written the complete works of Charles Baudelaire. In her bemusement the ..."
The Bear,Claire Cameron,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bear/9780385679022_cover/385681773-1-eng-CA/9780385679022_cover_coverbookpage_embed.jpg,The black dog is not scratching. He goes back to his sniffing and huffing and then he starts cracking his bone. Stick and I are huddled tight. . . . It is dark ...
The Bear,Claire Cameron,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bear2/9781400026616_cover/385389795-1-eng-CA/9781400026616_cover_coverbookpage_embed.jpg,The black dog is not scratching. He goes back to his sniffing and huffing and then he starts cracking his bone. Stick and I are huddled tight. . . . It is dark ...
The Bear,Claire Cameron,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bear3/9780385679046_cover/385744744-1-eng-CA/9780385679046_cover_coverbookpage_embed.jpg,"Told in a voice reminiscent of Room, this nail-biting tale of psychological suspense shows two small children fighting for survival in the wilderness after a ..."
The Beautiful Children,Michael Kenyon,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beautiful-children/9781897235478_cover/213358979-1-eng-CA/9781897235478_cover_coverbookpage_embed.jpg,"A man wakes up in a hospital with one word in his head: Sapporo. He dimly recalls this as the place where he was raised, and it becomes his name and identity. ..."
The Beautiful Daughters,Nicole Baart,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beautiful-daughters/9781439197387_cover/407425353-1-eng-CA/9781439197387_cover_coverbookpage_embed.jpg,"From the highly acclaimed author of Far From Here and Sleeping in Eden, described as “intense and absorbing from the very first page” (Heather Gudenkauf), ..."
The Beautiful Mystery,Louise Penny,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beautiful-mystery/9780312655464_cover/286090223-1-eng-CA/9780312655464_cover_coverbookpage_embed.jpg,"The brilliant new novel in theNew York Times bestselling series by Louise Penny, one of the most acclaimed crime writers of our timeNo outsiders are ever ..."
The Beautiful Mystery,Louise Penny,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beautiful-mystery2/9781250031129_cover/421886649-1-eng-CA/9781250031129_cover_coverbookpage_embed.jpg,"The brilliant new novel in theNew York Times bestselling series by Louise Penny, one of the most acclaimed crime writers of our timeNo outsiders are ever ..."
The Beauty of Humanity Movement,Camilla Gibb,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beauty-of-humanity-movement/9780385663229_cover/95357132-1-eng-CA/9780385663229_cover_coverbookpage_embed.jpg,"The history of Vietnam lies in this bowl, for it is in Hanoi, the Vietnamese heart, that pho was born, a combination of the rice noodles that predominated ..."
The Beauty of Humanity Movement,Camilla Gibb,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beauty-of-humanity-movement/9780385663236_cover/392171243-1-eng-CA/9780385663236_cover_coverbookpage_embed.jpg,"Tu' is a young tour guide working in Hanoi for a company called New Dawn. While he leads tourists through the city, including American vets on &quot;war tours,&quot; he ..."
The Beaverton Presents Glorious and/or Free,Luke Gordon Field,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beaverton-presents-glorious-and-or-free/9780735233294_cover/379299490-1-eng-CA/9780735233294_cover_coverbookpage_embed.jpg,"A hilarious tour through Canada's history, from the nation's most trusted news source:&nbsp;The Beaverton.There is a new media empire in Canada--and unlike others, ..."
The Beggar's Garden,Michael Christie,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beggar-s-garden/9781554688302_cover/424477316-1-eng-CA/9781554688302_cover_coverbookpage_embed.jpg,"Longlisted for the 2011 Scotiabank Giller PrizeCritically lauded, The Beggar’s Garden is a brilliantly surefooted, strikingly original collection of nine ..."
The Beggar's Opera,Peggy Blair,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beggar-s-opera/9780143179979_cover/410983338-1-eng-CA/9780143179979_cover_coverbookpage_embed.jpg,"In beautiful, crumbling Old Havana, Canadian detective Mike Ellis hopes the sun and sand will help save his troubled marriage. He doesn’t yet know that ..."
The Beggar's Opera,Peggy Blair,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beggar-s-opera/9780143179986_cover/110232878-1-eng-CA/9780143179986_cover_coverbookpage_embed.jpg,"&nbsp;  In beautiful, crumbling Old Havana, Canadian detective Mike Ellis hopes the sun and sand will save his troubled marriage. He doesn’t yet know that it’s ..."
The Beggar's Opera,Peggy Blair,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beggar-s-opera3/9780143186427_cover/160804454-1-eng-CA/9780143186427_cover_coverbookpage_embed.jpg,"IN BEAUTIFUL, CRUMBLING OLD Havana, detective Mike Ellis hopes the sun and sand will save his troubled marriage. He doesn’t yet know that it’s dead in the ..."
The Beleaguered,Lynne Golding,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beleaguered/9781988279831_cover/394094164-1-eng-CA/9781988279831_cover_coverbookpage_embed.jpg,"A Toronto Star and Globe and MailBestseller! Welcome to the world of Jessie Stephens, a young Canadian girl coming of age in a time of war, when peace, ..."
The Bellman,Heidi Barnes,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bellman/9781945572036_cover/205314015-1-eng-CA/9781945572036_cover_coverbookpage_embed.jpg,"All young men want to run away and join the circus. For Stanley Douglas, a naïve but determined young man, the closest he could find is The Maycliff.When ..."
The Benefactor,Don Easton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-benefactor/9781459710580_author/424924927-1-eng-CA/9781459710580_author_coverbookpage_embed.jpg,"While investigating a murder, RCMP undercover operative Jack Taggart finds himself in too deep when he tangles with an Asian organized crime syndicate and a ..."
The Beothuk Expedition,Derek Yetman,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-beothuk-expedition/9781550813609_cover/414495843-1-eng-CA/9781550813609_cover_coverbookpage_embed.jpg,Based on Cartwright’s ill-fated expedition in search of the Beothuk. Jonah Squibb and his Royal Navy companions are tasked with making the first peaceful ...
The Best American Mystery Stories 2018,Louise Penny,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-american-mystery-stories-2018/9780544949096_cover/422224807-1-eng-CA/9780544949096_cover_coverbookpage_embed.jpg,"#1New York Times best-selling author of the Chief Inspector Armand Gamache novels, Louise Penny brings her “nerve and skill—as well as heart” (Maureen ..."
The Best Kind of People,Zoe Whittall,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-kind-of-people/9781770899421_cover/420637295-1-eng-CA/9781770899421_cover_coverbookpage_embed.jpg,National Bestseller2016 Scotiabank Giller Prize finalistNational Post 99 Best Books of the YearIndigo Best Book of the YearGlobe and Mail Best 100 Books of ...
The Best Laid Plans,Terry Fallis,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-laid-plans2/9780771047589_cover/385652248-1-eng-CA/9780771047589_cover_coverbookpage_embed.jpg,WINNER OF CBC CANADA READSHere’s the set up: A burnt-out politcal aide quits just before an election--but is forced to run a hopeless campaign on the way ...
The Best Man's Holiday Romance,Gail Sattler,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-man-s-holiday-romance2/9780373487387_cover/420266728-1-eng-CA/9780373487387_cover_coverbookpage_embed.jpg,"JEFF SHAW EXPECTS A BLUE CHRISTMAS THIS YEAR&nbsp;Reeling from a broken engagement, Jeff doesn't feel like celebrating. Especially with his ex-fiancée's younger ..."
The Best Man's Secret,Gail Sattler,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-man-s-secret2/9780373487189_cover/420274783-1-eng-CA/9780373487189_cover_coverbookpage_embed.jpg,DAVE DUCHARME IS A MAN OF MYSTERY&nbsp;Dave's heart is captured from the moment he lays eyes on Ashley Kruger. Too bad it's while he's saving her from a bank ...
The Best of Men,Claire Letemendia,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-of-men/9780771052705_cover/96547229-1-eng-CA/9780771052705_cover_coverbookpage_embed.jpg,"It is 1642, and Laurence Beaumont has just returned to England after six long years fighting — and avoiding fighting — in the European Wars. Having fled ..."
The Best Place On Earth,Ayelet Tsabari,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-place-on-earth/9781443411950_cover/122631696-1-eng-CA/9781443411950_cover_coverbookpage_embed.jpg,"Confident, original and humane, the stories in The Best Place on Earth are peopled with characters at the crossroads of nationalities, religions and ..."
The Best Place On Earth,Ayelet Tsabari,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-place-on-earth2/9781443411967_cover/424303523-1-eng-CA/9781443411967_cover_coverbookpage_embed.jpg,"“Tsabari’s characters will step off the page to captivate readers.” —PUBLISHERS WEEKLYConfident, original and humane, these stories are peopled with ..."
The Best Science Fiction and Fantasy of the Year Volume 6,Jonathan Strahan,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-best-science-fiction-and-fantasy-of-the-year-volume-6/9781597803458_cover/290415809-1-eng-CA/9781597803458_cover_coverbookpage_embed.jpg,"The science fiction and fantasy fields continue to evolve, setting new marks with each passing year. For the sixth year in a row, master anthologist Jonathan ..."
The Betrayers,David Bezmozgis,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-betrayers/9781443409773_cover/327550246-1-eng-CA/9781443409773_cover_coverbookpage_embed.jpg,Finalist for the 2014 Scotiabank Giller PrizeA disgraced Israeli politician comes face to face with the man who denounced him to the KGB and sent him to the ...
The Betrayers,David Bezmozgis,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-betrayers/9781443409773_cover/327550246-1-eng-CA/9781443409773_cover_coverbookpage_embed.jpg,Finalist for the 2014 Scotiabank Giller PrizeA disgraced Israeli politician comes face to face with the man who denounced him to the KGB and sent him to the ...
The Better Mother,Jen Sookfong Lee,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-better-mother/9780307399502_cover/95990079-1-eng-CA/9780307399502_cover_coverbookpage_embed.jpg,"From a master of family dynamics comes this vivid tale of two misfits who find each other while stumbling toward their own true identities. In 1958, ..."
The Better Mother,Jen Sookfong Lee,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-better-mother2/9780307399519_cover/391959542-1-eng-CA/9780307399519_cover_coverbookpage_embed.jpg,"From a master of family dynamics comes this vivid tale of two misfits who find each other while stumbling toward their own true identities. In 1958, ..."
The Bewdley Mayhem,Tony Burgess,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bewdley-mayhem/9781770412163_cover/332274378-1-eng-CA/9781770412163_cover_coverbookpage_embed.jpg,Three celebrated books — all of which harbour a twisted ambition to physically alter your imagination — together for the first time.The Hellmouths of ...
The Big Why,Michael Winter,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-big-why3/9781487001650_cover/413264867-1-eng-CA/9781487001650_cover_coverbookpage_embed.jpg,"In 1914, the American artist Rockwell Kent escapes his bustling life in New York City for the quaint, rural town of Brigus, Newfoundland. He has been drawn ..."
The Billionaire's Bidding,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-billionaire-s-bidding2/9780373767939_cover/420039835-1-eng-CA/9780373767939_cover_coverbookpage_embed.jpg,"Scrambling to save her family's company,Emma McKinley was shocked when billionaire hotelmagnate Alex Garrison tossed her a lifeline?baited with an heirloom ..."
The Billionaire's Secrets,Meadow Taylor,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-billionaire-s-secrets2/9781443422734_cover/424327422-1-eng-CA/9781443422734_cover_coverbookpage_embed.jpg,"Love on the Rock…When Chloe Winters answers an advertisement seeking a private tutor for a six-year-old girl, little does she know it means relocating from ..."
The Billionaire's Virgin Mistress,Sandra Field,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-billionaire-s-virgin-mistress3/9780373234844_cover/420014432-1-eng-CA/9780373234844_cover_coverbookpage_embed.jpg,"Ruthless and rich, Cade Lorimer is assigned a very special task by his adoptive father—find his granddaughter!Tess Ritchie has always believed she has no ..."
The Billionaire Who Bought Christmas,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-billionaire-who-bought-christmas2/9780373768363_cover/420208796-1-eng-CA/9780373768363_cover_coverbookpage_embed.jpg,"WIFE TO THE HIGHEST BIDDERTo save the family fortune, billionaire Jack Osland had to marry a woman he barely knew. Getting struggling clothing designer Kristy ..."
The Birds That Stay,Ann Lambert,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-birds-that-stay/9781772600919_cover/424157636-1-eng-CA/9781772600919_cover_coverbookpage_embed.jpg,"In a small village in the Laurentians, north of Montreal, a reclusive older woman is found strangled outside her home. Roméo Leduc, Chief Inspector for ..."
The Birthday Lunch,Joan Clark,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-birthday-lunch/9780345809568_cover/391772329-1-eng-CA/9780345809568_cover_coverbookpage_embed.jpg,From the bestselling author of Latitudes of Melt and An Audience of Chairs: The Birthday Lunch is the story of one pivotal week in the life of a family facing ...
The Birth House,Ami McKay,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-birth-house/9781400025572_cover/28092628-1-eng-CA/9781400025572_cover_coverbookpage_embed.jpg,"The Birth House is the story of Dora Rare, the first daughter to be born in five generations of Rares. As a child in an isolated village in Nova Scotia, she is ..."
The Birth House,Ami McKay,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-birth-house2/9780676977738_cover/385245078-1-eng-CA/9780676977738_cover_coverbookpage_embed.jpg,"The Birth House&nbsp;is the story of Dora Rare, the first daughter to be born in five generations of Rares. As a child in an isolated village in Nova Scotia, she is ..."
The Birth Yard,Mallory Tater,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-birth-yard2/9781443458245_cover/424163980-1-eng-CA/9781443458245_cover_coverbookpage_embed.jpg,"A debut novel for readers of The Handmaid’s Tale and The Girls, The Birth Yard is a gripping story of a young woman’s rebellion against the rules that ..."
The Bishop's Man,Linden MacIntyre,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bishop-s-man/9780307357069_cover/97335411-1-eng-CA/9780307357069_cover_coverbookpage_embed.jpg,"Something about the boat, perhaps its name, and the posture of that boy caused me to defer my anxieties for the moment. It was so rare to see someone that age ..."
The Bishop's Man,Linden MacIntyre,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bishop-s-man/9780307357076_cover/251859619-1-eng-CA/9780307357076_cover_coverbookpage_embed.jpg,"Something about the boat, perhaps its name, and the posture of that boy caused me to defer my anxieties for the moment. It was so rare to see someone that age ..."
The Bishop's Man,Linden MacIntyre,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bishop-s-man3/9780735273276_cover/385555936-1-eng-CA/9780735273276_cover_coverbookpage_embed.jpg,"Winner of the 2009 Scotiabank Giller Prize, and a national bestseller, this newly repackaged edition of&nbsp;The Bishop's Man&nbsp;is perfectly timed in anticipation for ..."
The Bite Before Christmas,Lynsay Sands,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bite-before-christmas/9780062022608_cover/424378350-1-eng-CA/9780062022608_cover_coverbookpage_embed.jpg,"With The Bite Before Christmas, New York Times bestsellers Lynsay Sands and Jeaniene Frost—two of the hottest names in paranormal romance—team up for the ..."
The Bitter and Sweet of Cherry Season,Molly Fader,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bitter-and-sweet-of-cherry-season2/9781525804557_cover/423700940-1-eng-CA/9781525804557_cover_coverbookpage_embed.jpg,"“A stunning story about family and hope that unfolds unexpectedly but beautifully, like a Michigan summer sunset over an orchard.” —Viola Shipman, ..."
The Black Ace,Gare Joyce,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-ace/9780143187608_cover/144640178-1-eng-CA/9780143187608_cover_coverbookpage_embed.jpg,"Hatred, blackmail, and murder—a Brad Shade hat trick. The Black Ace reunites us with our favourite, savvy fourth-liner, with plot twists, wisecracks, and an ..."
The Black Ace,G B Joyce,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-ace/9780143187608_cover/385561827-1-eng-CA/9780143187608_cover_coverbookpage_embed.jpg,"Hatred, blackmail, and murder—a Brad Shade hat trick. The Black Ace reunites us with our favourite, savvy fourth-liner, with plot twists, wisecracks, and an ..."
The Black Ace,G B Joyce,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-ace3/9780143181866_cover/412611550-1-eng-CA/9780143181866_cover_coverbookpage_embed.jpg,"When Brad Shade arrives in Swift Current in the wake of an old friend’s suicide, all he&nbsp;wants to do is make an appearance at the funeral and get back home. ..."
The Black Box,Cliff Jackman,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-box/9781897453230_cover/286668882-1-eng-CA/9781897453230_cover_coverbookpage_embed.jpg,"&quot;Cliff Jackman draws readers deep inside The Black Box, into an intriguing mystery in which a Toronto teenager deemed to have committed suicide is instead a ..."
The Black Coat,Neamat Imam,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-coat/9781859640067_cover/165184797-1-eng-CA/9781859640067_cover_coverbookpage_embed.jpg,&quot;A compelling tale of absurdist humour reminiscent of Bohumil Hrabal … A notable contribution to a chapter of recent history too often forgotten&quot;—The ...
