title,authors,image,description
Backspring,Judith McCormack,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/backspring/9781927428870_cover/116687452-1-eng-CA/9781927428870_cover_coverbookpage_embed.jpg,"Eduardo, an architect from Lisbon, has come to Montreal to be with his wife Geneviève. Geneviève researches fungi and likes to catalogue her orgasms. But ..."
Back to the Good Fortune Diner,Vicki Essex,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/back-to-the-good-fortune-diner2/9780373718283_cover/419977167-1-eng-CA/9780373718283_cover_coverbookpage_embed.jpg,"Everville, New York?it's the town where Tiffany Cheung grew up, and the last place she wants to be. But after losing her job in Manhattan, that's exactly where ..."
Back to the Good Fortune Diner,Vicki Essex,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/back-to-the-good-fortune-diner3/9780373607525_cover/420030071-1-eng-CA/9780373607525_cover_coverbookpage_embed.jpg,"Everville, New York?it's the town where Tiffany Cheung grew up, and the last place she wants to be. But after losing her job in Manhattan, that's exactly where ..."
Backwater Mystic Blues,Lloyd Ratzlaff,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/backwater-mystic-blues/9781897235089_cover/298408894-1-eng-CA/9781897235089_cover_coverbookpage_embed.jpg,"Backwater Mystic Blues is a suite of intimate essays that summon the secret hiding spots, makeshift rafts and uncomplicated childhood joys that lay the ..."
Bad Bachelor,Stefanie London,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-bachelor/9781492655176_cover/421851174-1-eng-CA/9781492655176_cover_coverbookpage_embed.jpg,Everybody's talking about the hot new app reviewing New York's most eligible bachelors. But why focus on prince charming when you can read the latest dirt on ...
Bad Boy,Peter Robinson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-boy/9780771076121_cover/100001226-1-eng-CA/9780771076121_cover_coverbookpage_embed.jpg,"Banks is on holiday, headed for Fisherman's Wharf in San Francisco. His daughter, Tracy, home in Leeds and angry with her father, is headed for some very deep ..."
Bad Boy,Peter Robinson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-boy2/9780771076343_cover/391651661-1-eng-CA/9780771076343_cover_coverbookpage_embed.jpg,"Banks is on holiday, headed for Fisherman's Wharf in San Francisco. His daughter, Tracy, home in Leeds and angry with her father, is headed for some very deep ..."
Bad Day for Ralphie,Jim Christy,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-day-for-ralphie/9781927725238_cover/284732796-1-eng-CA/9781927725238_cover_coverbookpage_embed.jpg,"Blurbs:&nbsp;&nbsp;&nbsp;56 Words:&nbsp; Yes, a front cover with no words for his 37th book. Jim Christy’s,&nbsp; Bad Day for Ralphie, collection of short stories, published by ..."
Bad Endings,Carleigh Baker,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-endings/9781772140767_cover/421133229-1-eng-CA/9781772140767_cover_coverbookpage_embed.jpg,Winner of the City of Vancouver Book Award Finalist for the Rogers Writers' Trust Fiction Prize. Carleigh Baker likes to make light in the dark. Whether ...
Bad Ideas,Missy Marston,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-ideas2/9781770414617_cover/371703311-1-eng-CA/9781770414617_cover_coverbookpage_embed.jpg,"&nbsp;Wildly funny and wonderfully moving, Bad Ideas is about just that — a string of bad ideas — and the absurdity of loveTrudy works nights in a linen ..."
Bad Imaginings,Caroline Adderson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-imaginings2/9781771961868_cover/421982811-1-eng-CA/9781771961868_cover_coverbookpage_embed.jpg,"Winner of the Ethel Wilson Fiction Prize and shortlisted for the Governor-General's Award for fiction and the Commonwealth Writer's Prize, Caroline Adderson's ..."
Bad Influence,Stefanie London,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-influence/9781492655237_cover/421934608-1-eng-CA/9781492655237_cover_coverbookpage_embed.jpg,He's the bad bachelor who inspired it all...Annie Maxwell had her whole life figured out...until her fiancé left her when his career took off. If that wasn't ...
Badlands,Robert Kroetsch,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/badlands2/9781771600637_cover/408983874-1-eng-CA/9781771600637_cover_coverbookpage_embed.jpg,"Originally published in 1975, Badlands has been heralded as a comic triumph for decades. The story starts in 1916, when scientist William Dawe leads a ..."
Badlands,Robert Kroetsch,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/badlands3/9780889955387_cover/286288688-1-eng-CA/9780889955387_cover_coverbookpage_embed.jpg,"In 1916, scientist William Dawe leads a palaeontological expedition into the badlands of Alberta, obsessed with achieving world renown by discovering dinosaur ..."
Bad Reputation,Stefanie London,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-reputation/9781492655206_cover/422320377-1-eng-CA/9781492655206_cover_coverbookpage_embed.jpg,"&quot;Delightfully fresh. Stefanie London delivers all the feels.&quot;—LAUREN LAYNE, New York Times bestselling author for Bad BachelorIt's true, Wes is ..."
Bad Things Happen,Kris Bertin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bad-things-happen/9781771960540_cover/135936844-1-eng-CA/9781771960540_cover_coverbookpage_embed.jpg,"The characters in Bad Things Happen — professors, janitors, webcam models, small-time criminals — are between things. Between jobs and marriages, states of ..."
Baggage,Jill Sooley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/baggage/9781550813906_cover/414408486-1-eng-CA/9781550813906_cover_coverbookpage_embed.jpg,"ACCLAIMED NEWFOUNDLAND AUTHOR Jill Sooley’s second novel, Baggage, examines the step family. Drawing on humour and heart¬break, as she did in Widows of ..."
Baile de disfraces,Dani Collins,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/baile-de-disfraces/9780373519750_cover/422632356-1-eng-CA/9780373519750_cover_coverbookpage_embed.jpg,Decidió seducirla para conseguir de ella lo único que no estaba sobre la mesa de negociaciones?Era la primera vez que Tiffany Davis asistía al baile de ...
Bait,J Kent Messum,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bait/9780143188650_cover/410361054-1-eng-CA/9780143188650_cover_coverbookpage_embed.jpg,No one is coming to your aid. We have ensured this.  Six strangers wake up on a remote island in the Florida Keys with no memory of their arrival. They soon ...
Baldur's Song,David Arnason,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/baldur-s-song/9780888013736_cover/271229582-1-eng-CA/9780888013736_cover_coverbookpage_embed.jpg,"Winnipeg’s boom-town days at the turn of the nineteenth century come to life through the eyes of Baldur, a boy from Gimli, the Icelandic immigrant settlement ..."
Baldwin Street,Alvin Rakoff,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/baldwin-street/9781933480145_cover/366134928-1-eng-CA/9781933480145_cover_coverbookpage_embed.jpg,"A tumultuous adolescence, growing up in Toronto's Kensington Market area in the 1930s. &quot;As in works by Isaac Bashevis Singer and Chaim Potok, the novel is much ..."
"Ballad of Martin B, The",Michael Mirolla,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/ballad-of-martin-b-the/9781926802534_cover/400194070-1-eng-CA/9781926802534_cover_coverbookpage_embed.jpg,This book offers a way to insert an irritant into the modern world's complacency and ready acceptance of mind-numbing forms of conduct. By using a series of ...
Ballistics,D W Wilson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/ballistics/9780670065752_cover/208156875-1-eng-CA/9780670065752_cover_coverbookpage_embed.jpg,"Ballistics is a family drama with two narratives, both set in Western Canada, thirty years apart. In 2003, while the firestorm rages through Kelowna, Alan West ..."
Ballistics,D W Wilson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/ballistics2/9780143180098_cover/391634407-1-eng-CA/9780143180098_cover_coverbookpage_embed.jpg,"Ballistics is a family drama with two narratives, both set in Western Canada, thirty years apart. In 2003, while the firestorm rages through Kelowna, Alan ..."
Baloney,Raymond Bock,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/baloney/9781552453391_cover/424151426-1-eng-CA/9781552453391_cover_coverbookpage_embed.jpg,"A Tristram Shandy–esque novella about failing memory and failed writing, from one of French Canada’s most exciting new voices.A young, floundering author ..."
Bambina,Francesca Piredda,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bambina/9780889842953_cover/213622467-1-eng-CA/9780889842953_cover_coverbookpage_embed.jpg,"In this novel set in the Rome of the 1960s, young Eugenia observes her cosmopolitan parents living la dolce vita, and guides the reader through the splendour ..."
Bandit,Wayne Tefs,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bandit/9780888013774_cover/271345312-1-eng-CA/9780888013774_cover_coverbookpage_embed.jpg,"In 1966, Ken Leishman stepped onto the Winnipeg Airport tarmac and into the pages of Canadian history as the mastermind behind the country’s largest gold ..."
Bang Crunch,Neil Smith,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bang-crunch/9780676978377_cover/385910502-1-eng-CA/9780676978377_cover_coverbookpage_embed.jpg,An audacious New Face of Fiction debut: nine riveting stories that announce a major writer in the tradition of Yann Martel and Barbara Gowdy.Unexpected humour ...
"Barbara Klein-Muskrat, Then and Now",Sharon  Abron Drache,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barbara-klein-muskrat-then-and-now/9781926708850_cover/295532034-1-eng-CA/9781926708850_cover_coverbookpage_embed.jpg,"The interrelated stories of this pseudo-memoir introduce readers to Barbara Klein Muskrat, a successful author of fiction and freelance book reviewer. Spanning ..."
"Barclay Family Theatre, The",Jack Hodgins,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barclay-family-theatre-the/9781553801443_cover/318904553-1-eng-CA/9781553801443_cover_coverbookpage_embed.jpg,"With The Barclay Family Theatre, his second collection of short stories, Jack Hodgins introduces us to a cast of characters who transform the everyday world of ..."
"Barista and I, The",Andrew Szymanski,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barista-and-i-the/9781554830848_cover/95050119-1-eng-CA/9781554830848_cover_coverbookpage_embed.jpg,"Andrew Szymanski’s debut fiction collection takes on subjects such as idealized love in an illogical world, ruminations on the realities of failed ..."
Barnacle Love,Anthony De Sa,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barnacle-love/9780385664370_cover/379526551-1-eng-CA/9780385664370_cover_coverbookpage_embed.jpg,"Shortlisted for the 2008 Scotiabank Giller PrizeLike Wayson Choy and David Bezmozgis before him, Anthony De Sa captures, in stories brimming with life, the ..."
Barnacle Love,Anthony De Sa,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barnacle-love2/9780385664363_cover/95597640-1-eng-CA/9780385664363_cover_coverbookpage_embed.jpg,"Shortlisted for the 2008 Scotiabank Giller PrizeLike Wayson Choy and David Bezmozgis before him, Anthony De Sa captures, in stories brimming with life, the ..."
Barnacle Love,Anthony De Sa,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barnacle-love3/9781565129269_cover/423952403-1-eng-CA/9781565129269_cover_coverbookpage_embed.jpg,"“Immense emotional and truthful power.”— Colm Tóibín, author of Nora WebsterAnthony De Sa makes his fiction debut with this stunning collection of ..."
Barney's Version,Mordecai Richler,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barney-s-version/9780307476883_cover/385530981-1-eng-CA/9780307476883_cover_coverbookpage_embed.jpg,"Barney Panofsky—Canadian expat, wily lover of women, writer, television producer, raconteur—is finally putting pen to paper so he can rebut the charges ..."
Barney's Version,Mordecai Richler,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barney-s-version3/9780345812230_cover/385812744-1-eng-CA/9780345812230_cover_coverbookpage_embed.jpg,"Ebullient and perverse, thrice married, Barney Panofsky has always clung to two cherished beliefs: life is absurd and nobody truly ever understands anybody ..."
Barney's Version (Movie Tie-in Edition),Mordecai Richler,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barney-s-version-movie-tie-in-edition/9780307401120_cover/157789995-1-eng-CA/9780307401120_cover_coverbookpage_embed.jpg,"Ebullient and perverse, thrice married, Barney Panofsky has always clung to two cherished beliefs: life is absurd and nobody truly ever understands anybody ..."
Barometer Rising,Hugh MacLennan,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barometer-rising2/9780771034893_cover/293901341-1-eng-CA/9780771034893_cover_coverbookpage_embed.jpg,"Penelope Wain believes that her lover, Neil Macrae, has been killed while serving overseas under her father. That he died apparently in disgrace does not alter ..."
Barometer Rising,Hugh MacLennan,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/barometer-rising4/9780735252851_cover/385914178-1-eng-CA/9780735252851_cover_coverbookpage_embed.jpg,"Hugh MacLennan's first novel is a compelling romance set against the horrors of wartime and the catastrophic Halifax Explosion of December 6, 1917, now ..."
